Name,Uncalibrated,Histogram Binning,Isotonic Regression,Temperature Scaling,Beta Calibration,BC am,BC ab
blur_100,0.35770446916421256,0.13525648410121602,0.12030090020762549,0.04714407995343208,0.051982456379466586,0.05534784911407363,0.10206598790155519
blur_242,0.05275034706625672,0.07853365610043209,0.13329064105947808,0.051678272783756266,0.07651426050398086,0.07634297521577939,0.07674635344081455
blur_32,0.3282262503107389,0.15931251840458976,0.1343321858677599,0.06976582577659024,0.09409532757269012,0.0853666574590736,0.15301029473543165
blur_376,0.2502814284132586,0.19185691613290043,0.14096576793326274,0.04803857237100601,0.07708128785093626,0.09219091405471165,0.10643819082114432
blur_498,0.2309877601431476,0.15560190050138367,0.11548486040698157,0.06321964962614907,0.038515586455663046,0.05353586158818669,0.07773002189066677
detail_100,0.16300497041808235,0.12914351019594403,0.094215247631073,0.04175736183921498,0.05647553515103128,0.05809118171532949,0.07109589816795456
detail_242,0.059516852945089335,0.12443003793557483,0.1460837926963965,0.04510488637619548,0.06539747458365229,0.06611565631296899,0.07453986866606606
detail_32,0.177153848807017,0.19135159225927462,0.15999558430578975,0.06160286044081051,0.0722795058786869,0.06652785321076712,0.08958516023225256
detail_376,0.10323048907849523,0.2056715437107616,0.1286007030804952,0.06894602297080889,0.07337770774960517,0.07346992507576945,0.08759881554378404
detail_498,0.15779097580247456,0.15776950139138435,0.10501323421796163,0.05025319000085195,0.044640958044264066,0.05329053776131737,0.04722346883681085
edge_enhance_100,0.2859884929491414,0.17764487504959106,0.17854030266404153,0.08502477877669865,0.11827876759899988,0.1053372790084945,0.14779069965084393
edge_enhance_242,0.056600547457734754,0.10954728999071653,0.1449864907397164,0.017807911386092494,0.08847420960664748,0.08997658893465998,0.08375717595219612
edge_enhance_32,0.31492155245608755,0.1635936078760359,0.17798634280761083,0.06831059975756541,0.08399024224943584,0.06880320381787088,0.12918011337518695
edge_enhance_376,0.16614494646588962,0.13905561635891592,0.10527294473515617,0.06855120712684261,0.0533598297668828,0.06551274736722311,0.07195555501514012
edge_enhance_498,0.23411096418897315,0.157780633966128,0.1173596380650997,0.08048197474744584,0.035345075726509086,0.04583317170540492,0.051191665364636305
sample_100,0.14997560790843434,0.1533655636674828,0.14227203759882184,0.03956918987962937,0.06509927820828226,0.03998676947421497,0.059757402953174395
smooth_498,0.15236382191379866,0.1412145289778709,0.13911270941297216,0.0860019713309076,0.03220953702926635,0.06827510184711881,0.07378472477197648
sample_242,0.059006509532531094,0.12089422479271891,0.1608588743872113,0.06829150931702721,0.0624652982254823,0.05491356194019318,0.053283467276228784
sample_32,0.14105828467342588,0.23176950444777805,0.13029452363650004,0.04373819093737336,0.049479403926266555,0.03045258048507902,0.05696890094214014
sample_376,0.10124943663676576,0.2587591552072101,0.1558152678774463,0.058295279807514616,0.07320543368657428,0.05422977233926454,0.07274808840619193
sample_498,0.15724454484052128,0.22808711740705698,0.13425979304644794,0.07181373263398808,0.09511752044161159,0.0997198435001903,0.10885413585437667
sharp_100,0.19229295051760148,0.1346383458541499,0.1449003302719858,0.056155740933285826,0.05266060916913879,0.055053384817308856,0.06911082620422045
sharp_242,0.05124864698284203,0.0488959104816119,0.13379047501418326,0.029480386707517837,0.08522682928376726,0.08478804422749416,0.0784365095032586
sharp_32,0.1989184789525138,0.12545419924789003,0.10621274992823601,0.05102835183342298,0.05237184885475371,0.05768042455116905,0.09266872235470347
sharp_376,0.11048111129138205,0.1876580072111554,0.13348290200034776,0.06073186097873581,0.07317449698845545,0.0689182698395517,0.07883823101719217
sharp_498,0.16892500991622605,0.1867592492699623,0.1701327960689862,0.04227025076746941,0.0574840468664964,0.059532809356848404,0.08172666678826015
smooth_100,0.17606928734315763,0.19692738559510972,0.1563640990191036,0.05956928453511661,0.05183810053600207,0.04263987701800135,0.058954204420248665
smooth_242,0.05331195583773984,0.08789920308523709,0.14723592162132268,0.06640857479638525,0.09514723372128275,0.08607068298591507,0.08724640276696947
smooth_32,0.16073333442211152,0.15921369266178875,0.10046732844577895,0.10319981237252551,0.039261039545138675,0.05746181534396276,0.0337890901333756
smooth_376,0.20435117238097722,0.15995014917519357,0.08722791954874995,0.054974570357137265,0.04678390517830847,0.06717562624149853,0.07170884698629379
